date,market_kospi_ma5_ratio,market_kospi_ma20_ratio,market_kospi_ma60_ratio,market_kospi_ma120_ratio,bond_k3y_ma5_ratio,bond_k3y_ma20_ratio,bond_k3y_ma60_ratio,bond_k3y_ma120_ratio
20180101,0.011111397899031816,-0.00027065924456126655,-0.009637629386498037,0.01187762890344457,0.0004252997901237343,-0.0014350247553306383,-0.002387122599143976,-0.006521885501276192
20180102,0.011962396290913446,0.004589309265091712,-0.005469457469967742,0.016519852366187804,0.0001849197910406275,-0.001440031016052612,-0.002541095906199886,-0.006709170321715807
20180103,0.010916892724639249,0.007080602077382148,-0.0035362539412839844,0.018925438962319907,0.00022186067149831956,-0.0009418108622185617,-0.0022017037267582085,-0.006400163457274344
20180104,-0.00035018249762353015,-0.00026288246541295024,-0.011982797291835157,0.010502892100276329,0.0004436762272730377,-0.0003786619380102829,-0.001773078262152783,-0.005997368091767097
20180105,0.007270041965506957,0.012585353454167114,3.3910112803958725e-05,0.02281728644702463,0.00041583883934759314,7.62112390793046e-05,-0.0014596251092412471,-0.0057008109410260355
20180106,0.007270041965506957,0.012585353454167114,3.3910112803958725e-05,0.02281728644702463,0.00041583883934759314,7.62112390793046e-05,-0.0014596251092412471,-0.0057008109410260355
20180107,0.007270041965506957,0.012585353454167114,3.3910112803958725e-05,0.02281728644702463,0.00041583883934759314,7.62112390793046e-05,-0.0014596251092412471,-0.0057008109410260355
20180108,0.009896131449644852,0.018171925837022762,0.005974345293184191,0.028810947094530137,-0.00020330462425610651,-0.0003349464663148227,-0.002001715756362543,-0.00626689910005418
20180109,0.006197755775959823,0.015943373452363074,0.0045158311621209535,0.0271621587616242,-0.00015709176931533175,-0.00020559542977527379,-0.001798208556828107,-0.006097070879884314
20180110,0.0009217416958933189,0.010970527118691509,0.00014777098295226665,0.02249736399107305,-0.0017841790465272789,-0.002143939673973305,-0.0036677354616964086,-0.008023027927486437
20180111,-0.005527387854623145,0.005848080204865491,-0.004641606539334764,0.0173823425192432,-0.0004993342210386498,-0.0010789530228012545,-0.0025200771788054244,-0.006919742320372291
20180112,-0.0020379813132213043,0.008566492147655591,-0.001317179474718988,0.02057788955325157,-7.399665165153113e-05,-0.0008618438837966202,-0.0022558189438030007,-0.006691809606358956
20180113,-0.0020379813132213043,0.008566492147655591,-0.001317179474718988,0.02057788955325157,-7.399665165153113e-05,-0.0008618438837966202,-0.0022558189438030007,-0.006691809606358956
20180114,-0.0020379813132213043,0.008566492147655591,-0.001317179474718988,0.02057788955325157,-7.399665165153113e-05,-0.0008618438837966202,-0.0022558189438030007,-0.006691809606358956
20180115,0.001649067194541276,0.011046380483064944,0.0014681600488799518,0.023292246685663764,-0.0017677655813265192,-0.0029489526133821276,-0.004395472524835187,-0.008879999019799967
20180116,0.00792595641189453,0.017245742915122264,0.008344759284971248,0.030317240273765034,-9.258830609693014e-05,-0.0014632015219144812,-0.003001136292823503,-0.0074927808222797765
20180117,0.004145227111037597,0.014018041226701028,0.005648101032603492,0.0274400528209362,-8.332638946750848e-05,-0.0013084708460674443,-0.0028728955309317294,-0.007347238897282282
20180118,0.0020648563663585584,0.01347816481319164,0.005627462743205358,0.027336656414836735,0.0011201733028449734,3.6990456462326904e-05,-0.0015127196174957724,-0.0059664381153439194
20180119,0.001934494411744092,0.014418147629972289,0.007206452466162583,0.028908012308025643,0.0011293368385973945,0.00014565227945806392,-0.001372746971338601,-0.005779319474406797
20180120,0.001934494411744092,0.014418147629972289,0.007206452466162583,0.028908012308025643,0.0011293368385973945,0.00014565227945806392,-0.001372746971338601,-0.005779319474406797
20180121,0.001934494411744092,0.014418147629972289,0.007206452466162583,0.028908012308025643,0.0011293368385973945,0.00014565227945806392,-0.001372746971338601,-0.005779319474406797
20180122,-0.005152903103584627,0.006510292920607785,-0.0001110478987410568,0.02132248045200047,-0.0001573098170579712,-0.0006566716919007565,-0.002237002186213699,-0.006593975742535729
20180123,0.007370034470568276,0.018197825107523657,0.013294048450716245,0.035060297057541545,0.0002220351370605389,-1.849847850010633e-05,-0.001626018762702075,-0.005893927691345779
20180124,0.00612233979252963,0.016770911057583993,0.013574092869667265,0.03526720739588507,-0.0006568235642392395,-0.0008185841731143118,-0.0024471326992335785,-0.006615665325346298
20180125,0.012003104831813438,0.023711859355415976,0.02284003922287603,0.044728213968319386,3.700756804758676e-05,-0.00017574855007451706,-0.0018261530043794938,-0.005904425560092741
20180126,0.012592703230067892,0.025888062895975006,0.027491112277584717,0.049217725961139935,-0.0006663458334875694,-0.0011285637638526191,-0.0027959208645883527,-0.0067958173453540605
20180127,0.012592703230067892,0.025888062895975006,0.027491112277584717,0.049217725961139935,-0.0006663458334875694,-0.0011285637638526191,-0.0027959208645883527,-0.0067958173453540605
20180128,0.012592703230067892,0.025888062895975006,0.027491112277584717,0.049217725961139935,-0.0006663458334875694,-0.0011285637638526191,-0.0027959208645883527,-0.0067958173453540605
20180129,0.014143074847501325,0.0325349701679305,0.036553503539688226,0.05806308785766623,-0.001277564850302726,-0.001903581184383718,-0.0036680555918991997,-0.007589347316130812
20180130,-0.0001728825284037505,0.018650971680221895,0.02425982164786067,0.04514942136727185,-0.001509916352486762,-0.0025586097449256107,-0.004418801728112487,-0.008290695307459517
20180131,-0.0028812637798129037,0.016527883021904888,0.023691442900286352,0.044136724856117526,-0.0005559673832468137,-0.001753825792807917,-0.003700177118942105,-0.007524158779878554
20180201,-0.0025621730752973804,0.015299232319851086,0.02439085305057076,0.04433968124054721,9.269558769009478e-05,-0.0013167364374989665,-0.003355557454395086,-0.007127062014680496
20180202,-0.015543847655480336,-0.0023068237367073197,0.007315864054387777,0.026343447896043592,-0.00018544274455256637,-0.0016734445413998378,-0.0038231585171133453,-0.007553259375613686
20180203,-0.015543847655480336,-0.0023068237367073197,0.007315864054387777,0.026343447896043592,-0.00018544274455256637,-0.0016734445413998378,-0.0038231585171133453,-0.007553259375613686
20180204,-0.015543847655480336,-0.0023068237367073197,0.007315864054387777,0.026343447896043592,-0.00018544274455256637,-0.0016734445413998378,-0.0038231585171133453,-0.007553259375613686
20180205,-0.020529272698977752,-0.01517793507806231,-0.005701363908777735,0.012353004127064748,0.0009085262406482997,-0.0003194459233607505,-0.0025145398299721844,-0.006200603146440775
20180206,-0.026885169471607684,-0.029278773951014858,-0.02040665683874998,-0.0034620964455267522,0.00032438945270873987,-0.0005185857425962226,-0.0027649641848206397,-0.006413022589995765
20180207,-0.0364076984195838,-0.04979366334414381,-0.04213345817211078,-0.026606843319368467,0.0004911181741522608,-0.00014353778979581122,-0.002329315104357077,-0.005945270368247657
20180208,-0.019269789685657734,-0.04388664608208004,-0.03692556576330419,-0.022274003926742503,0.0002316316130825946,-0.00021995068474123247,-0.002422597770224466,-0.005982703334798889
20180209,-0.024284645194214916,-0.058821418259106695,-0.05343828134617257,-0.04022448076137797,0.00025935051221726013,0.00015744676909967836,-0.002056908045968142,-0.005564290927005833
20180210,-0.024284645194214916,-0.058821418259106695,-0.05343828134617257,-0.04022448076137797,0.00025935051221726013,0.00015744676909967836,-0.002056908045968142,-0.005564290927005833
20180211,-0.024284645194214916,-0.058821418259106695,-0.05343828134617257,-0.04022448076137797,0.00025935051221726013,0.00015744676909967836,-0.002056908045968142,-0.005564290927005833
20180212,-0.006641385245851228,-0.047973923892087766,-0.0439368776270318,-0.031617733299630024,6.48370275002641e-05,-8.103446279938975e-05,-0.00221406760799836,-0.005641635283743285
20180213,0.0022956556506716908,-0.04163843356250152,-0.039108933221651765,-0.027789540725919548,0.00013892104653856485,0.00010650268340461899,-0.00197082804814086,-0.005357062676366819
20180214,0.011304720654104372,-0.02916125341032394,-0.027692405688898192,-0.017176274486476517,0.0011017906412607026,0.0012987945057056915,-0.0006900822245293758,-0.00402152695206015
20180215,0.011304720654104372,-0.02916125341032394,-0.027692405688898192,-0.017176274486476517,0.0011017906412607026,0.0012987945057056915,-0.0006900822245293758,-0.00402152695206015
20180216,0.011304720654104372,-0.02916125341032394,-0.027692405688898192,-0.017176274486476517,0.0011017906412607026,0.0012987945057056915,-0.0006900822245293758,-0.00402152695206015
20180217,0.011304720654104372,-0.02916125341032394,-0.027692405688898192,-0.017176274486476517,0.0011017906412607026,0.0012987945057056915,-0.0006900822245293758,-0.00402152695206015
20180218,0.011304720654104372,-0.02916125341032394,-0.027692405688898192,-0.017176274486476517,0.0011017906412607026,0.0012987945057056915,-0.0006900822245293758,-0.00402152695206015
20180219,0.017079733743578407,-0.019312277340595818,-0.018708288357000558,-0.008941186871848417,8.33171327796478e-05,0.00046999770789302175,-0.0015111813556267784,-0.004789655143294325
20180220,0.0012653455819373605,-0.028382063161738746,-0.029084172439634015,-0.020378248606351734,-0.00013885674612357235,0.00034962687171935514,-0.001637594107742335,-0.00486580176320528
20180221,0.003605188759456146,-0.021109848833887,-0.022516906882832477,-0.014698888937245469,-0.00010181791254770811,0.0005001342953201426,-0.00143972009807658,-0.0046232841211959474
20180222,-0.004313868537292431,-0.02489952762719394,-0.027899541526064997,-0.021090261544355116,9.254974548822403e-05,0.0008497868586367918,-0.0010477012202637637,-0.0041998511736776045
20180223,0.008574559013180494,-0.008126493405276713,-0.012289832001605272,-0.006244809148951536,0.0005830795857357796,0.0012734724119567442,-0.0005254229192250826,-0.0036384721872881887
20180224,0.008574559013180494,-0.008126493405276713,-0.012289832001605272,-0.006244809148951536,0.0005830795857357796,0.0012734724119567442,-0.0005254229192250826,-0.0036384721872881887
20180225,0.008574559013180494,-0.008126493405276713,-0.012289832001605272,-0.006244809148951536,0.0005830795857357796,0.0012734724119567442,-0.0005254229192250826,-0.0036384721872881887
20180226,0.009864182378738429,-0.003538226672169076,-0.009486492630428223,-0.004026242348155629,0.0005829716749794489,0.0014401548513769402,-0.0002950822956016008,-0.003346220744571582
20180227,0.005852921089516627,-0.0017499282284585416,-0.009708927375463028,-0.004926644001112868,0.0012856561471012995,0.002470176153424042,0.0009030054981631341,-0.002096345874792349
