date,open,high,low,close,volume,per,pbr,roe,open_lastclose_ratio,high_close_ratio,low_close_ratio,diffratio,volume_lastvolume_ratio,close_ma5_ratio,volume_ma5_ratio,close_ma10_ratio,volume_ma10_ratio,close_ma20_ratio,volume_ma20_ratio,close_ma60_ratio,volume_ma60_ratio,close_ma120_ratio,volume_ma120_ratio,ind,ind_diff,ind_ma5,ind_ma10,ind_ma20,ind_ma60,ind_ma120,inst,inst_diff,inst_ma5,inst_ma10,inst_ma20,inst_ma60,inst_ma120,foreign,foreign_diff,foreign_ma5,foreign_ma10,foreign_ma20,foreign_ma60,foreign_ma120
20180102,28000,29400,27900,29300,6729755,50.89,6.83,14.81,0.021897810218978186,0.0034129692832765013,-0.04778156996587035,0.06934306569343063,0.41945910944153963,0.07958732498157706,0.2991015025148085,0.08237901736239372,0.5088368820690068,0.06487370525168079,0.8499220180002867,0.0025662959794696683,0.4735014883071047,0.11229919456378012,0.5894923722304273,-0.1727663191304884,-0.24713982553305153,-0.05750883783487413,-0.04714454479568,-0.049829907847559515,-0.03093593949444584,-0.04830843991553283,0.12304682711331988,0.08678602522682591,0.06491144448500734,0.04174029846544104,0.04317802847119437,0.03928583750170298,0.040658033521204326,0.05058133617048466,0.1595113878254908,-0.00723288583170438,0.0073577204691407435,0.007429005782073875,-0.0067009614867956915,0.009101595555478126
20180103,30100,30200,29100,29800,5771805,50.89,6.83,14.81,0.027303754266211566,0.01342281879194629,-0.023489932885906062,0.017064846416382284,-0.14234544942572203,0.06733524355300857,0.0041753322920083935,0.09558823529411775,0.18642264836488298,0.07951458069190354,0.5558700766855289,0.01857126580836277,0.2448086961264928,0.12796184612278894,0.3557939909248349,-0.12148106181688398,0.05128525731360442,-0.05444192037392868,-0.052815674976580115,-0.05552097892662072,-0.031320686530161596,-0.04717573932777405,0.2282007101764526,0.10515388306313272,0.10443336613077378,0.05474854347374861,0.053516567853089114,0.04012282468035737,0.04098610675273333,-0.11765990015255193,-0.16824123632303659,-0.052609226623541804,-8.893309635165935e-05,0.002003732236202286,-0.008087187945996091,0.007681305355321814
20180104,30500,31800,29900,31200,11325095,50.89,6.83,14.81,0.02348993288590595,0.019230769230769162,-0.04166666666666663,0.046979865771812124,0.9621409593705954,0.0714285714285714,0.556652251202667,0.12920738327904457,1.150538318426066,0.12351458408354343,1.7252261723232083,0.06496757310274193,1.3777699168753306,0.17709938063948183,1.620315278548457,-0.1303900761980363,-0.008909014381152325,-0.06306099123658349,-0.06703646982134795,-0.06418828298174792,-0.030305881202744727,-0.047798636642691045,0.09044824789549227,-0.13775246228096033,0.09698283868800484,0.06421895662690238,0.05880385482962976,0.04028470446757922,0.04085612975654497,0.03991004048972658,0.1575699406422785,-0.03667235259362842,0.005437717397002535,0.005455935355890095,-0.009360510156606883,0.008446364075631206
20180105,31400,31600,30400,31200,5336010,50.89,6.83,14.81,0.0064102564102563875,0.012820512820512775,-0.02564102564102566,0.0,-0.5288330914663408,0.047683008730691645,-0.21306457828318914,0.11269614835948638,-0.022491805873391724,0.11727842435093994,0.26220668489285615,0.06412005457025916,0.1158420768564763,0.17308668433816488,0.2337684283119883,-0.1547167265428663,-0.024326650344830003,-0.10099613545714232,-0.07709287679328618,-0.07095273998616347,-0.02983865711280121,-0.05106189223152286,0.09082441749546946,0.0003761695999771886,0.11375620091344567,0.08148221810074441,0.06499477892968013,0.04095291645920605,0.0440356788322988,0.06012732359946852,0.02021728310974194,-0.015194250309575677,-0.004189007631376338,0.006021412802016838,-0.010503532080007661,0.008614215836461707
20180108,32100,32500,31600,31900,7887015,50.89,6.83,14.81,0.028846153846153744,0.018808777429467183,-0.009404388714733591,0.022435897435897356,0.4780735043599993,0.03976531942633632,0.06438368698461083,0.11694677871148462,0.3186854802337582,0.13361762615493955,0.7509942012719271,0.08688245315161836,0.6195521136839777,0.19509971652284674,0.8023947157507305,-0.09487429654945502,0.059842429993411286,-0.13484569604754595,-0.08362295208348881,-0.07991781465628148,-0.031167038732433466,-0.05062488105391504,0.09770616640135717,0.006881748905887705,0.1260452738164183,0.0896000631122716,0.06998577009489179,0.04224393442911332,0.04468530036821095,-0.009257621546301104,-0.06938494514576962,0.004740235712165334,-0.007511757651923709,0.009555448422378673,-0.010574219429061452,0.007468466752759353
20180109,31600,32000,30900,31400,5054455,50.89,6.83,14.81,-0.009404388714733591,0.019108280254777066,-0.015923566878980888,-0.01567398119122254,-0.3591422103292564,0.009646302250803762,-0.2855768779551755,0.07829670329670324,-0.17513239899729016,0.10738846764239107,0.11000391562884926,0.07015052541891498,0.04313681017398174,0.17223228118641853,0.147883414741508,-0.07931319993945934,0.015561096609995675,-0.11615507220934014,-0.08683195502210717,-0.08105602020385463,-0.03074199016759377,-0.052231135904432444,0.062436009421391624,-0.03527015697996554,0.11392311027803266,0.08941727738151996,0.07084601244671278,0.04218926384715146,0.046222642855632594,0.026619091474748512,0.03587671302104962,-5.2213226981895346e-05,-0.003642549529343128,0.010446008859028143,-0.01115038558002698,0.0075753103780497755
20180110,31200,31700,29600,29900,8283990,50.89,6.83,14.81,-0.006369426751592355,0.06020066889632103,-0.010033444816053505,-0.047770700636942665,0.6389482149905381,-0.03920308483290491,0.0932622157749059,0.01287262872628725,0.24336450578790325,0.05041278763393642,0.7163848755313853,0.019376100914824557,0.7361099249797998,0.11270304969949585,0.8630650938108699,0.02886109229972513,0.10817429223918448,-0.08608664138601832,-0.07026428087997352,-0.06939266402301847,-0.031976956142929884,-0.05251797264787726,-0.022128225649717104,-0.08456423507110873,0.06385732311279872,0.0841453446217862,0.06754224605664108,0.04305078626441903,0.04701620440320103,-0.008440377161247176,-0.03505946863599569,0.021791691371279055,-0.015408767626131364,0.0020549956685923863,-0.010807058625515325,0.007116382804330907
20180111,28400,29300,27600,28100,12374135,50.89,6.83,14.81,-0.050167224080267525,0.04270462633451966,-0.017793594306049876,-0.06020066889632103,0.49374093884710146,-0.07868852459016396,0.5890513323216628,-0.05736330090573638,0.643048489584336,-0.012996136283807469,1.302572152885662,-0.04030054644808745,1.5597324287554688,0.04309091471525339,1.7278248686026512,0.041091761161487245,0.012230668861762113,-0.0517902739141136,-0.05742563257534857,-0.06914495737977763,-0.031428821330636326,-0.051641539253544214,-0.08021813241895293,-0.058089906769235825,0.029724047049909684,0.0633534428689572,0.06327017349243592,0.04261499551461937,0.04657713435719587,0.04210718567398852,0.0505475628352357,0.022231120408131445,-0.00722061609274848,0.006299453516494667,-0.01091360336542218,0.006703572056680864
20180112,29100,29100,27800,28100,6887010,50.89,6.83,14.81,0.03558718861209975,0.03558718861209975,-0.010676156583629859,0.0,-0.4434350360651472,-0.05957161981258363,-0.1494705471105814,-0.05799530673818298,-0.07420640905795028,-0.012822764798875785,0.2283014913086916,-0.03843960305691796,0.4086859328500416,0.04041962357297124,0.5019287664011296,0.17449735080971276,0.13340558964822552,0.014052541556402209,-0.04347179695037009,-0.05790027357986609,-0.029215524665832788,-0.051496267959353116,0.02621456916717124,0.10643270158612417,0.01680207738425004,0.0652791391488478,0.05981636441989816,0.043402654947012495,0.047898726134304855,-0.20284274307718445,-0.24494992875117297,-0.030362892927199146,-0.0227785716183874,-0.001530786704342839,-0.013912603656787731,0.005204069437315619
20180115,28300,29500,28300,29000,6325120,50.89,6.83,14.81,0.007117437722419906,0.01724137931034475,-0.024137931034482807,0.03202846975088969,-0.0815869295964432,-0.010238907849829393,-0.18751867387065957,-0.03301100366788934,-0.16746682665040158,0.017365374495702524,0.08078865830792892,-0.007245963370799413,0.3020873969183213,0.07080217852857018,0.36631508572249416,0.1186428083577861,-0.05585454245192667,0.056755962537850424,-0.03904486675484779,-0.04566846367460646,-0.02988298435584096,-0.04875432664019274,0.13495238035009613,0.10873781118292489,0.02425132017399783,0.07514829699520802,0.060902587806377806,0.04688868356883442,0.049515895178673386,-0.23723897728422544,-0.03439623420704099,-0.07595916407478402,-0.03560946418130933,-0.014322368477312167,-0.016662042510100825,0.0009253947380311966
