1985-01-04,"107,829","107,829","104,792","105,551",923
1985-01-05,"106,310","109,196","105,703","109,196","1,747"
1985-01-07,"111,018","116,182","111,018","115,423","6,772"
1985-01-08,"114,663","114,663","109,955","109,955","2,488"
1985-01-09,"109,348","109,348","106,310","106,310","3,265"
1985-01-10,"104,944","108,437","104,488","104,792","2,120"
1985-01-11,"106,159","106,310","104,336","104,792","2,463"
1985-01-12,"106,462","109,196","106,462","107,070","1,036"
1985-01-14,"107,222","107,222","104,032","104,792",744
1985-01-15,"104,792","105,551","104,032","105,551",980
1985-01-16,"107,070","107,070","105,703","105,703","1,374"
1985-01-17,"106,159","106,766","104,792","105,247","1,260"
1985-01-18,"105,095","105,551","104,792","104,792","1,899"
1985-01-19,"104,792","105,551","104,032","104,792",950
1985-01-21,"105,095","105,095","104,184","104,792",499
1985-01-22,"105,095","105,247","104,792","104,792","1,569"
1985-01-23,"105,551","106,159","104,792","104,944",374
1985-01-24,"106,159","106,159","104,032","104,032",676
1985-01-25,"104,032","104,032","102,514","103,273",348
1985-01-26,"102,969","102,969","101,602","102,969",894
1985-01-28,"102,665","102,665","100,236","100,387",170
1985-01-29,"100,236","100,236","99,021","99,780",618
1985-01-30,"99,628","100,387","99,780","100,387","1,141"
1985-01-31,"102,058","102,362","100,387","101,299",443
1985-02-01,"101,754","101,754","99,628","99,932",698
1985-02-02,"99,932","100,084","99,021","100,084",988
1985-02-04,"99,021","99,021","95,983","97,046",518
1985-02-05,"96,135","97,198","95,679","97,198","1,200"
1985-02-06,"97,806","98,261","97,350","97,957",471
1985-02-07,"97,957","97,957","97,198","97,806","1,023"
1985-02-08,"97,806","97,806","97,198","97,502","1,203"
1985-02-09,"97,198","97,502","96,894","96,894",347
1985-02-11,"96,894","97,502","96,591","97,502","1,032"
1985-02-13,"97,957","98,717","95,831","95,831",261
1985-02-14,"96,135","96,439","95,831","96,135",399
1985-02-15,"95,983","96,135","95,679","95,679",625
1985-02-16,"95,983","96,894","95,983","96,135",299
1985-02-18,"96,135","96,439","95,679","96,135",408
1985-02-19,"96,439","96,591","96,135","96,591",334
1985-02-21,"96,742","97,806","96,591","96,591",866
1985-02-22,"96,591","97,198","95,679","97,198",958
1985-02-23,"97,957","98,565","97,350","97,350",492
1985-02-25,"97,350","97,806","97,350","97,350",223
1985-02-26,"97,350","97,957","97,198","97,198",514
1985-02-27,"97,198","97,957","97,198","97,198","1,302"
1985-02-28,"97,198","97,957","97,198","97,502",308
1985-03-02,"97,502","97,957","97,198","97,198",291
1985-03-04,"97,502","97,502","97,198","97,502",757
1985-03-05,"97,957","98,565","97,350","97,350",653
1985-03-06,"97,198","97,198","96,287","96,894",750
1985-03-07,"96,894","96,894","95,679","95,679",337
1985-03-08,"95,679","95,679","94,161","94,313",377
1985-03-09,"95,224","95,224","94,161","94,161","1,043"
1985-03-11,"94,161","94,616","94,161","94,161",362
1985-03-12,"94,161","94,313","94,161","94,161",478
1985-03-13,"94,161","94,464","93,553","94,313",376
1985-03-14,"95,072","97,198","95,072","96,439",634
1985-03-15,"97,198","103,121","96,742","101,754","1,926"
1985-03-16,"101,450","101,450","98,869","99,780",958
1985-03-18,"101,450","101,450","99,780","100,995","1,072"
1985-03-19,"101,754","101,754","100,084","101,299","1,155"
1985-03-20,"101,299","101,602","100,236","101,602",855
1985-03-21,"101,450","101,450","100,236","100,995",538
1985-03-22,"101,602","101,602","100,236","100,236",828
1985-03-23,"100,539","100,995","100,236","100,236",983
1985-03-25,"100,236","101,450","100,236","101,450",954
1985-03-26,"101,450","101,754","100,995","100,995","1,260"
1985-03-27,"101,450","101,450","100,236","100,995",906
1985-03-28,"100,995","101,754","100,387","101,754","1,440"
1985-03-29,"101,754","102,514","100,236","101,450",769
1985-03-30,"101,299","101,754","101,299","101,754",553
1985-04-01,"103,273","103,577","101,299","101,906",757
1985-04-02,"101,906","102,514","101,754","101,906",921
1985-04-03,"102,514","108,740","102,514","106,310","2,679"
1985-04-04,"106,462","107,829","105,247","106,310","5,168"
1985-04-06,"106,766","107,829","106,310","107,525","2,107"
1985-04-08,"107,222","107,222","100,843","102,969","1,696"
1985-04-09,"102,362","106,159","102,362","106,159",877
1985-04-10,"106,310","106,310","103,273","103,273","1,438"
1985-04-11,"103,273","104,336","102,514","104,032",449
1985-04-12,"103,729","103,729","102,514","102,514",732
1985-04-13,"102,514","103,273","102,514","102,665",654
1985-04-15,"103,121","103,729","102,665","102,665",311
1985-04-16,"102,514","102,817","101,754","101,754",939
1985-04-17,"102,514","102,514","101,906","102,058",687
1985-04-18,"102,058","102,058","100,995","101,450",287
1985-04-19,"100,995","100,995","100,539","100,995",470
1985-04-20,"100,995","101,754","100,995","101,754",175
1985-04-22,"101,450","101,602","100,995","101,602","1,587"
1985-04-23,"101,450","101,450","100,691","101,147","1,690"
1985-04-24,"100,995","101,906","100,843","101,754","1,031"
1985-04-25,"101,754","101,754","100,995","101,754",727
1985-04-26,"100,995","101,754","100,995","101,754",677
1985-04-27,"101,754","101,754","100,995","101,147",181
1985-04-29,"100,995","101,754","100,995","101,754",450
1985-04-30,"101,299","101,450","101,147","101,299",267
1985-05-01,"100,995","101,147","100,995","100,995",599
1985-05-02,"100,995","100,995","100,539","100,539",859
1985-05-03,"101,147","101,754","101,147","101,754","1,036"
1985-05-04,"101,754","102,058","101,602","102,058","1,050"
1985-05-06,"102,058","102,058","101,754","101,754",547
1985-05-07,"101,754","101,754","101,450","101,450",948
1985-05-08,"102,058","102,514","101,754","102,514",552
1985-05-09,"103,273","103,273","101,754","101,754",258
1985-05-10,"101,754","102,514","101,754","102,514","1,157"
1985-05-11,"102,362","102,362","101,754","101,754",614
1985-05-13,"102,514","102,665","102,210","102,665",572
1985-05-14,"102,514","103,273","102,514","103,273","1,060"
1985-05-15,"103,273","104,032","102,665","103,273",939
1985-05-16,"104,184","104,640","102,665","104,032","1,384"
1985-05-17,"103,880","103,880","102,362","103,273",636
1985-05-18,"102,969","104,032","102,665","102,665",616
1985-05-20,"102,817","103,273","102,817","103,121","1,538"
1985-05-21,"103,425","104,792","103,273","104,184","1,298"
1985-05-22,"104,488","104,488","103,880","104,184","1,575"
1985-05-23,"104,184","104,640","104,032","104,032","1,640"
1985-05-24,"103,273","104,792","103,273","104,792","1,146"
1985-05-25,"104,792","104,792","103,425","104,792","1,225"
1985-05-28,"104,792","104,792","103,425","104,792",644
1985-05-29,"104,792","104,792","101,754","103,273",580
1985-05-30,"102,665","104,488","102,665","104,032",397
1985-05-31,"103,425","104,032","103,273","104,032",737
1985-06-01,"103,273","103,729","103,273","103,729",185
1985-06-03,"103,273","103,880","103,273","103,425",508
1985-06-04,"101,906","102,969","101,754","102,058",373
1985-06-05,"102,514","102,514","101,754","102,362",805
1985-06-07,"102,665","103,273","102,665","102,969",848
1985-06-08,"102,969","103,121","102,514","103,121",466
1985-06-10,"102,969","103,729","102,969","103,729",987
1985-06-11,"104,184","110,715","104,184","109,955","3,466"
1985-06-12,"112,233","114,663","111,778","112,993","9,816"
1985-06-13,"113,904","114,511","111,322","112,537","4,992"
1985-06-14,"112,537","118,460","112,537","118,460","9,736"
1985-06-15,"116,941","116,941","115,575","116,334","2,554"
1985-06-17,"116,334","118,156","113,752","113,904","7,379"
1985-06-18,"113,145","113,145","110,867","112,385","4,897"
1985-06-19,"111,474","112,689","110,867","112,689","3,021"
1985-06-20,"113,600","114,511","111,170","111,626","4,716"
1985-06-21,"111,778","112,385","110,107","112,385","3,287"
1985-06-22,"113,145","114,967","112,841","113,145","5,485"
1985-06-24,"114,511","114,511","112,082","112,385","1,582"
1985-06-25,"111,170","113,145","111,170","113,145",975
1985-06-26,"113,297","114,360","113,145","113,448","3,231"
1985-06-27,"113,448","115,271","112,385","114,511","4,246"
