date,open,high,low,close,volume,per,pbr,roe,market_kospi_ma5_ratio,market_kospi_ma20_ratio,market_kospi_ma60_ratio,market_kospi_ma120_ratio,bond_k3y_ma5_ratio,bond_k3y_ma20_ratio,bond_k3y_ma60_ratio,bond_k3y_ma120_ratio
20160104,130000.0,131600.0,126400.0,126400.0,466360.0,31.07,3.56,13.84,1.0140666647380525,1.0207273000883816,1.0030900857013585,0.9822675398301458,1.0007205005198547,1.0022836263987212,1.0002947629437398,1.000591220452276
20160105,126600.0,128400.0,126200.0,127400.0,347280.0,31.07,3.56,13.84,1.015097320181107,1.0307047874554511,1.0122783005058125,0.9919275271746832,1.0004194439631984,1.0022151681929252,1.000242353150325,1.0004555538626902
20160106,129000.0,129000.0,124400.0,124600.0,478410.0,31.07,3.56,13.84,1.0092960163709819,1.0354093173525643,1.0167052135122208,0.9973171326902154,1.0005560417122439,1.0026329791485407,1.000725559839693,1.0008609115024008
20160107,125200.0,132000.0,125200.0,130400.0,626265.0,31.07,3.56,13.84,0.996235836680631,1.02422829869677,1.0052813124804063,0.9871986899654875,1.0006379003964094,1.002920484722828,1.0011039297010271,1.0011777131090867
20160108,130400.0,131800.0,128400.0,130400.0,319610.0,31.07,3.56,13.84,1.0004250552471627,1.027503819776533,1.0093283766781331,0.9923602211163352,0.9999088838268793,1.00207281327331,1.0005348828728073,1.000541724568387
20160111,129000.0,130200.0,125200.0,125600.0,443100.0,31.07,3.56,13.84,0.9901071698347818,1.0152316675380584,0.9979414388760783,0.9824944612527701,1.0003188630255546,1.0023529733961096,1.0010857251831258,1.0010461753061601
20160112,127200.0,130800.0,126400.0,130000.0,390050.0,31.07,3.56,13.84,0.9884414161716392,1.0087235734217752,0.9926461962843686,0.9783764958301565,1.000163961305132,1.002080823568065,1.0011191929046361,1.001005487828735
20160113,131200.0,131400.0,128600.0,129800.0,461100.0,31.07,3.56,13.84,1.0104993464789371,1.0283426857026825,1.0143199051449787,1.001019135342183,1.0002823469406343,1.0020437769728379,1.0013821337744409,1.0011938509270293
20160114,128400.0,131800.0,128000.0,130200.0,429120.0,31.07,3.56,13.84,1.0052706774901548,1.0200473927991487,1.0101482049485286,0.9980741678642776,1.0001366182430893,1.0016898556211074,1.0012659055023578,1.0010149014269392
20160115,132400.0,134600.0,131600.0,134000.0,642075.0,31.07,3.56,13.84,0.9994814032242882,1.0100261115818365,1.0034261860991311,0.9923058387751574,0.999863394198807,1.00126765829769,1.0011139699121743,1.000795331019505
20160118,132600.0,137400.0,132600.0,137400.0,703005.0,31.07,3.56,13.84,1.0045759415637596,1.0150204962323373,1.011188759451471,1.0010507757231204,0.999444398903371,1.0004855176689682,1.0005980365858569,1.0002347219911718
20160119,136600.0,136800.0,132800.0,134000.0,722930.0,31.07,3.56,13.84,0.9981597145686747,1.0097521699197882,1.0075454335144405,0.9987235879886974,0.9997904957962526,1.0005788698819014,1.0008944156395831,1.0004960245870198
20160120,134000.0,134600.0,130200.0,132800.0,476755.0,31.07,3.56,13.84,0.9859312435147968,0.9924390321282737,0.9907339225508527,0.9827385706441271,1.000746860000182,1.001424095699231,1.0019529914205163,1.0015226030016815
20160121,131200.0,131400.0,126200.0,127800.0,675930.0,31.07,3.56,13.84,0.9853115183180343,0.9869538547866807,0.9856579307705311,0.9780531861190664,1.0006648027903504,1.00133961524792,1.002006962434618,1.0015407910862748
20160122,130000.0,133600.0,128000.0,133600.0,456000.0,31.07,3.56,13.84,0.995076163730962,0.9939735132026689,0.9936481878711233,0.9862778263572005,1.0006828735318218,1.001398614141948,1.0022509343429353,1.0017336617100019
20160125,133600.0,135400.0,131400.0,134600.0,306275.0,31.07,3.56,13.84,1.0112787909975758,1.0078692764304455,1.009470078335556,1.0020689123567648,0.9999635880350283,1.0007834991436173,1.001785917847779,1.0012027040523948
20160126,135000.0,136200.0,134200.0,136000.0,280390.0,31.07,3.56,13.84,1.0081680783930163,1.002398725617336,1.0059406188583084,0.998840521851612,1.0007097554983302,1.0017511858648103,1.0029304385626259,1.0023004987578523
20160127,137400.0,137400.0,133200.0,134800.0,332355.0,31.07,3.56,13.84,1.0011653676600223,0.9953779995947697,1.0008131958814044,0.9940200537109573,1.0005640568423735,1.00161881928649,1.0029798478385274,1.0023003939301194
20160128,128400.0,130000.0,124200.0,126200.0,1387830.0,31.07,3.56,13.84,1.0055139315447845,1.0036844728186591,1.009733346569385,1.0035113757343659,1.0000909669789866,1.0011223242356015,1.0026234431855836,1.0018955272846573
20160129,125400.0,126200.0,121000.0,125600.0,1347000.0,31.07,3.56,13.84,1.0042298860348033,1.0058756941732268,1.0119545701395392,1.0064577665139653,1.0010457872959577,1.0022078069875953,1.0038841842795032,1.0031092772952135
