date,open,high,low,close,volume,per,pbr,roe,market_kospi_ma5_ratio,market_kospi_ma20_ratio,market_kospi_ma60_ratio,market_kospi_ma120_ratio,bond_k3y_ma5_ratio,bond_k3y_ma20_ratio,bond_k3y_ma60_ratio,bond_k3y_ma120_ratio
20160104,25200.0,25200.0,24100.0,24100.0,15346950.0,9.35,1.25,14.08,1.0140666647380525,1.0207273000883816,1.0030900857013585,0.9822675398301458,1.0007205005198547,1.0022836263987212,1.0002947629437398,1.000591220452276
20160105,24040.0,24360.0,23720.0,24160.0,10800100.0,9.35,1.25,14.08,1.015097320181107,1.0307047874554511,1.0122783005058125,0.9919275271746832,1.0004194439631984,1.0022151681929252,1.000242353150325,1.0004555538626902
20160106,24160.0,24160.0,23360.0,23500.0,18337600.0,9.35,1.25,14.08,1.0092960163709819,1.0354093173525643,1.0167052135122208,0.9973171326902154,1.0005560417122439,1.0026329791485407,1.000725559839693,1.0008609115024008
20160107,23320.0,23660.0,23020.0,23260.0,14119400.0,9.35,1.25,14.08,0.996235836680631,1.02422829869677,1.0052813124804063,0.9871986899654875,1.0006379003964094,1.002920484722828,1.0011039297010271,1.0011777131090867
20160108,23260.0,23720.0,23260.0,23420.0,12888150.0,9.35,1.25,14.08,1.0004250552471627,1.027503819776533,1.0093283766781331,0.9923602211163352,0.9999088838268793,1.00207281327331,1.0005348828728073,1.000541724568387
20160111,23120.0,23320.0,22920.0,23040.0,12063850.0,9.35,1.25,14.08,0.9901071698347818,1.0152316675380584,0.9979414388760783,0.9824944612527701,1.0003188630255546,1.0023529733961096,1.0010857251831258,1.0010461753061601
20160112,22960.0,23320.0,22880.0,22920.0,10314150.0,9.35,1.25,14.08,0.9884414161716392,1.0087235734217752,0.9926461962843686,0.9783764958301565,1.000163961305132,1.002080823568065,1.0011191929046361,1.001005487828735
20160113,23060.0,23180.0,22960.0,22960.0,7165800.0,9.35,1.25,14.08,1.0104993464789371,1.0283426857026825,1.0143199051449787,1.001019135342183,1.0002823469406343,1.0020437769728379,1.0013821337744409,1.0011938509270293
20160114,22620.0,22840.0,22620.0,22760.0,10451100.0,9.35,1.25,14.08,1.0052706774901548,1.0200473927991487,1.0101482049485286,0.9980741678642776,1.0001366182430893,1.0016898556211074,1.0012659055023578,1.0010149014269392
20160115,22800.0,23040.0,22480.0,22640.0,10473200.0,9.35,1.25,14.08,0.9994814032242882,1.0100261115818365,1.0034261860991311,0.9923058387751574,0.999863394198807,1.00126765829769,1.0011139699121743,1.000795331019505
20160118,21760.0,22660.0,21760.0,22520.0,16010700.0,9.35,1.25,14.08,1.0045759415637596,1.0150204962323373,1.011188759451471,1.0010507757231204,0.999444398903371,1.0004855176689682,1.0005980365858569,1.0002347219911718
20160119,22560.0,23420.0,22560.0,23420.0,10362100.0,9.35,1.25,14.08,0.9981597145686747,1.0097521699197882,1.0075454335144405,0.9987235879886974,0.9997904957962526,1.0005788698819014,1.0008944156395831,1.0004960245870198
20160120,23200.0,23200.0,22640.0,22760.0,8352600.0,9.35,1.25,14.08,0.9859312435147968,0.9924390321282737,0.9907339225508527,0.9827385706441271,1.000746860000182,1.001424095699231,1.0019529914205163,1.0015226030016815
20160121,22660.0,23100.0,22500.0,22620.0,9517600.0,9.35,1.25,14.08,0.9853115183180343,0.9869538547866807,0.9856579307705311,0.9780531861190664,1.0006648027903504,1.00133961524792,1.002006962434618,1.0015407910862748
20160122,22900.0,23360.0,22900.0,23360.0,7376400.0,9.35,1.25,14.08,0.995076163730962,0.9939735132026689,0.9936481878711233,0.9862778263572005,1.0006828735318218,1.001398614141948,1.0022509343429353,1.0017336617100019
20160125,23440.0,23520.0,23120.0,23240.0,7995650.0,9.35,1.25,14.08,1.0112787909975758,1.0078692764304455,1.009470078335556,1.0020689123567648,0.9999635880350283,1.0007834991436173,1.001785917847779,1.0012027040523948
20160126,23100.0,23140.0,22720.0,22740.0,7619950.0,9.35,1.25,14.08,1.0081680783930163,1.002398725617336,1.0059406188583084,0.998840521851612,1.0007097554983302,1.0017511858648103,1.0029304385626259,1.0023004987578523
20160127,22520.0,23500.0,22520.0,23500.0,13811850.0,9.35,1.25,14.08,1.0011653676600223,0.9953779995947697,1.0008131958814044,0.9940200537109573,1.0005640568423735,1.00161881928649,1.0029798478385274,1.0023003939301194
20160128,23280.0,23360.0,22780.0,22900.0,15795600.0,9.35,1.25,14.08,1.0055139315447845,1.0036844728186591,1.009733346569385,1.0035113757343659,1.0000909669789866,1.0011223242356015,1.0026234431855836,1.0018955272846573
20160129,22800.0,23000.0,22320.0,23000.0,21849150.0,9.35,1.25,14.08,1.0042298860348033,1.0058756941732268,1.0119545701395392,1.0064577665139653,1.0010457872959577,1.0022078069875953,1.0038841842795032,1.0031092772952135
20160201,23040.0,23260.0,23020.0,23260.0,12998950.0,9.35,1.25,14.08,1.0070540083158686,1.0093499601896283,1.0160460628494095,1.011283837527248,1.0018992057866711,1.0035589456054759,1.0054289179552494,1.0046345494327262
20160202,23220.0,23320.0,22940.0,23120.0,8317400.0,9.35,1.25,14.08,1.004267171509177,1.0082754184486005,1.0152634193941195,1.0110941454642486,1.0016075126239692,1.0035716723161272,1.0056428828702866,1.0048358036249165
20160203,23000.0,23040.0,22740.0,22920.0,8725350.0,9.35,1.25,14.08,0.9968554770736807,1.002971627674834,1.0097833566148708,1.0061164056273415,1.001742476494718,1.0041551719040331,1.0064196712891238,1.0056307456249072
20160204,23000.0,23220.0,22960.0,23120.0,12397950.0,9.35,1.25,14.08,1.0000965591873798,1.0066254758453874,1.013462519829944,1.010681496935837,1.0010156150818839,1.0039789909279007,1.0063762690051639,1.0056615340232953
20160205,23120.0,23380.0,23120.0,23280.0,9404700.0,9.35,1.25,14.08,0.9971518784879623,1.003316357226953,1.009424162589863,1.007711919471683,1.0003443994308345,1.0035527814209761,1.0061049949751721,1.0054741214722054
20160211,22360.0,22740.0,22360.0,22600.0,15263100.0,9.35,1.25,14.08,0.9585693988873002,0.9557256325055833,0.9600757793544744,0.9589742394940916,1.0017209365517865,1.005189776775976,1.0079327406878587,1.007403291515705
20160212,22600.0,23020.0,22440.0,22600.0,12811600.0,9.35,1.25,14.08,0.9213327797425707,0.9020060917438608,0.9033504092181778,0.9021392722993695,0.9998188897944399,1.0032302177557484,1.00611374403984,1.00565859434596
20160215,23080.0,23200.0,22880.0,23080.0,9157300.0,9.35,1.25,14.08,0.9581827183376174,0.9255957267944241,0.9236557295248489,0.9221891824237739,0.999728346991443,1.0029205103398784,1.0059421396865988,1.0055573349687068
20160216,23160.0,23580.0,23140.0,23360.0,9020050.0,9.35,1.25,14.08,0.9940446687207348,0.9492351170022535,0.9444095783472877,0.9427586777824907,1.0006789480831033,1.0038140210679258,1.0070353086402883,1.0067208070281024
20160217,23580.0,24020.0,23380.0,23700.0,12303100.0,9.35,1.25,14.08,0.9941006518078596,0.9359463079731598,0.9284846697380695,0.9261237798596706,1.0011038925785845,1.0043345058436401,1.0077910090662325,1.0075630979104722
20160218,24060.0,24060.0,23560.0,23740.0,11124050.0,9.35,1.25,14.08,1.020935865367653,0.9616357819106202,0.9514942918632708,0.9481818968402852,1.0002624291893654,1.003014897541123,1.006697045224788,1.0065476974164729
