2008-10-10,"47,062","47,062","40,025","45,938","13,312,740"
2008-10-13,"47,062","50,336","45,498","49,554","3,254,127"
2008-10-14,"52,780","54,734","50,629","51,900","4,049,071"
2008-10-15,"49,065","50,141","48,577","49,847","2,918,014"
2008-10-16,"44,618","44,912","42,419","42,419","4,032,207"
2008-10-17,"42,419","42,761","36,653","37,141","6,211,664"
2008-10-20,"38,314","38,901","36,213","38,167","5,004,476"
2008-10-21,"38,998","40,073","38,314","38,314","3,902,725"
2008-10-22,"37,141","40,073","35,186","37,630","3,721,801"
2008-10-23,"34,356","36,555","34,307","35,968","3,007,565"
2008-10-24,"35,626","36,310","32,547","35,968","3,810,060"
2008-10-27,"35,968","39,096","34,209","39,096","3,902,801"
2008-10-28,"37,141","37,434","35,675","36,750","5,265,020"
2008-10-29,"37,923","38,461","31,277","31,277","6,888,433"
2008-10-30,"33,232","35,480","27,563","34,209","12,635,386"
2008-10-31,"32,303","35,382","30,446","31,277","9,983,231"
2008-11-03,"30,299","32,987","29,860","32,303","7,523,911"
2008-11-04,"32,743","35,138","32,645","34,991","6,496,551"
2008-11-05,"36,213","37,825","34,942","35,675","6,194,715"
2008-11-06,"33,329","33,427","30,397","30,397","4,852,360"
2008-11-07,"28,833","32,254","28,736","31,228","4,082,446"
2008-11-10,"31,326","33,427","30,837","32,841","3,206,798"
2008-11-11,"31,961","32,792","31,326","31,961","2,195,350"
2008-11-12,"30,984","32,156","30,788","31,375","2,135,141"
2008-11-13,"29,566","29,762","27,660","29,762","4,081,916"
2008-11-14,"31,277","31,423","30,544","31,423","2,548,500"
2008-11-17,"30,837","33,574","29,615","31,668","4,090,042"
2008-11-18,"30,837","31,179","29,420","29,420","2,758,045"
2008-11-19,"29,664","29,762","28,100","28,198","2,412,562"
2008-11-20,"26,390","26,781","23,995","23,995","4,443,565"
2008-11-21,"22,578","26,536","21,161","24,435","7,030,811"
2008-11-24,"24,337","24,679","22,187","22,285","3,952,744"
2008-11-25,"23,800","24,630","22,529","23,458","4,894,819"
2008-11-26,"23,751","26,976","23,751","26,976","6,352,951"
2008-11-27,"28,442","30,739","27,660","29,322","5,592,258"
2008-11-28,"29,811","30,593","28,736","29,517","3,341,361"
2008-12-01,"29,664","29,713","28,198","28,345","1,917,298"
2008-12-02,"25,803","28,638","25,803","27,367","3,648,817"
2008-12-03,"28,393","28,931","27,563","28,638","2,685,174"
2008-12-04,"29,664","30,446","27,758","28,540","2,205,148"
2008-12-05,"28,345","29,957","28,296","29,762","2,168,073"
2008-12-08,"29,908","33,232","29,615","32,254","3,047,004"
2008-12-09,"32,547","32,743","30,837","32,450","2,577,989"
2008-12-10,"32,743","35,333","32,743","34,698","3,829,289"
2008-12-11,"35,089","38,119","34,014","35,871","5,915,202"
2008-12-12,"33,036","33,183","30,544","30,544","20,696,424"
2008-12-15,"31,766","32,694","31,570","32,254","3,583,410"
2008-12-16,"31,717","34,014","31,130","33,378","3,471,123"
2008-12-17,"35,333","36,066","34,209","35,431","4,566,650"
