1988-06-10,"43,000","43,000","41,400","41,400","107,660"
1988-06-11,"39,800","39,800","39,800","39,800","4,260"
1988-06-13,"38,500","38,500","38,500","38,500","1,660"
1988-06-14,"37,200","37,200","37,200","37,200","1,420"
1988-06-15,"35,900","35,900","35,900","35,900","4,660"
1988-06-16,"34,600","34,600","34,600","34,600","59,800"
1988-06-17,"33,300","34,700","33,300","34,600","517,670"
1988-06-18,"34,500","34,500","34,500","34,500","138,210"
1988-06-20,"34,000","34,000","33,500","33,500","107,210"
1988-06-21,"33,000","33,200","32,600","32,800","88,770"
1988-06-22,"32,200","32,400","31,500","31,700","69,550"
1988-06-23,"31,300","31,600","31,100","31,500","94,920"
1988-06-24,"31,700","32,000","31,500","31,800","71,560"
1988-06-25,"31,700","31,900","31,400","31,700","45,590"
1988-06-27,"31,500","31,700","31,300","31,600","49,080"
1988-06-28,"31,100","31,300","30,600","31,000","33,960"
1988-06-29,"30,900","31,400","30,700","31,300","52,750"
1988-06-30,"31,300","32,000","31,300","31,900","48,850"
1988-07-01,"31,900","32,000","31,500","32,000","43,820"
1988-07-02,"32,000","32,000","31,700","32,000","30,470"
1988-07-04,"31,500","31,800","31,300","31,700","43,120"
1988-07-05,"31,400","31,500","31,000","31,400","35,480"
1988-07-06,"31,400","31,700","31,000","31,200","52,350"
1988-07-07,"31,000","31,300","30,700","30,900","48,590"
1988-07-08,"30,500","30,900","30,500","30,900","52,460"
1988-07-09,"30,900","31,200","30,900","31,000","27,170"
1988-07-11,"31,000","31,000","30,500","30,700","38,600"
1988-07-12,"30,500","30,700","30,300","30,500","51,510"
1988-07-13,"30,500","30,600","30,200","30,500","43,390"
1988-07-14,"30,300","30,700","30,300","30,500","35,830"
1988-07-15,"30,500","30,700","30,200","30,400","34,310"
1988-07-16,"30,100","30,300","30,000","30,100","23,520"
1988-07-18,"30,000","30,000","29,000","29,400","44,260"
1988-07-19,"29,700","30,400","29,700","30,100","40,600"
1988-07-20,"30,100","30,400","29,500","29,500","34,250"
1988-07-21,"29,000","29,600","28,700","29,500","47,340"
1988-07-22,"29,500","30,500","29,100","30,500","42,360"
1988-07-23,"31,800","31,800","31,000","31,000","41,270"
1988-07-25,"32,300","32,300","31,600","31,600","61,000"
1988-07-26,"31,700","31,700","30,300","30,400","27,370"
1988-07-27,"30,400","30,400","29,400","29,800","25,030"
1988-07-28,"29,500","29,800","29,500","29,700","36,040"
1988-07-29,"30,000","30,500","29,900","30,300","39,580"
1988-07-30,"30,500","30,600","29,700","29,700","13,890"
1988-08-01,"29,700","30,000","29,500","29,900","29,800"
1988-08-02,"29,700","29,900","29,500","29,700","29,140"
1988-08-03,"29,500","29,700","29,400","29,500","34,010"
1988-08-04,"29,400","29,500","29,100","29,200","32,050"
1988-08-05,"29,000","29,200","28,700","29,200","38,990"
1988-08-06,"29,000","29,200","28,900","29,100","10,160"
1988-08-08,"29,100","29,300","28,700","29,000","42,480"
1988-08-09,"28,700","29,000","28,200","28,700","24,710"
1988-08-10,"28,700","28,900","28,000","28,500","29,610"
1988-08-11,"27,500","29,400","27,500","29,000","36,500"
1988-08-12,"28,800","29,100","28,500","29,000","32,970"
1988-08-13,"28,700","29,000","28,200","29,000","12,480"
1988-08-16,"28,000","28,900","28,000","28,900","35,760"
1988-08-17,"29,000","29,000","28,200","28,500","30,550"
1988-08-18,"28,100","28,400","28,000","28,200","46,090"
1988-08-19,"28,000","28,000","27,500","27,800","49,600"
1988-08-20,"27,800","28,000","27,500","27,700","22,050"
1988-08-22,"27,500","28,300","27,000","27,300","47,730"
1988-08-23,"27,000","27,300","26,800","26,800","43,600"
1988-08-24,"26,600","26,800","26,300","26,500","47,900"
1988-08-25,"26,500","26,700","26,200","26,400","46,650"
1988-08-26,"26,400","26,500","26,200","26,500","36,920"
1988-08-27,"26,400","26,700","26,300","26,700","18,510"
1988-08-29,"26,700","27,500","26,500","27,500","26,290"
1988-08-30,"27,800","28,500","27,800","28,300","36,820"
1988-08-31,"28,300","28,300","27,500","27,800","51,930"
1988-09-01,"27,800","28,200","27,600","28,200","32,990"
1988-09-02,"28,100","28,100","27,700","27,900","24,100"
1988-09-03,"27,600","27,900","27,500","27,800","13,150"
1988-09-05,"27,800","27,800","27,500","27,600","19,530"
1988-09-06,"27,400","27,400","27,000","27,200","18,450"
1988-09-07,"27,000","27,100","26,800","27,100","18,510"
1988-09-08,"27,000","27,200","26,800","27,100","18,940"
1988-09-09,"27,000","28,000","26,800","27,800","23,080"
1988-09-10,"28,100","28,200","27,500","28,100","21,840"
1988-09-12,"27,100","28,000","27,100","28,000","22,780"
1988-09-13,"27,500","27,600","27,100","27,500","17,670"
1988-09-14,"27,000","27,300","27,000","27,200","16,880"
1988-09-15,"27,100","27,700","27,000","27,700","27,220"
1988-09-16,"27,000","27,300","27,000","27,300","16,990"
1988-09-19,"27,100","27,100","26,800","27,100","23,380"
1988-09-20,"26,800","27,400","26,800","27,400","28,670"
1988-09-21,"27,200","27,400","26,900","27,300","21,820"
1988-09-22,"27,000","28,000","27,000","28,000","26,380"
1988-09-23,"27,500","27,600","27,000","27,300","9,680"
1988-09-24,"27,300","27,400","27,000","27,300","9,040"
1988-09-27,"27,200","27,300","26,900","27,000","25,700"
1988-09-28,"26,800","27,000","26,800","26,800","21,410"
1988-09-29,"26,800","26,900","26,600","26,600","36,750"
1988-09-30,"26,700","27,000","26,600","26,900","19,450"
1988-10-04,"26,900","27,300","26,900","27,100","27,440"
1988-10-05,"27,000","27,000","26,800","26,900","13,250"
1988-10-06,"26,700","26,900","26,600","26,900","18,050"
1988-10-07,"26,700","26,800","26,500","26,600","17,040"
1988-10-08,"26,600","26,700","26,500","26,700","16,300"
1988-10-10,"26,600","26,900","26,400","26,800","26,350"
1988-10-11,"26,700","27,200","26,600","26,900","49,280"
1988-10-12,"26,800","26,900","26,500","26,500","14,680"
1988-10-13,"26,500","26,900","26,300","26,800","76,690"
1988-10-14,"26,900","27,400","26,900","27,300","44,150"
1988-10-15,"27,300","27,400","26,800","27,400","21,980"
1988-10-17,"27,400","27,400","26,900","27,200","43,900"
1988-10-18,"27,300","27,400","27,000","27,300","66,330"
1988-10-19,"27,500","27,700","27,200","27,500","127,490"
1988-10-20,"27,500","28,200","27,300","27,900","110,600"
1988-10-21,"28,000","28,200","27,800","28,200","170,010"
1988-10-22,"28,900","29,200","28,900","29,200","51,630"
1988-10-24,"30,200","30,200","30,200","30,200","83,630"
1988-10-25,"31,500","31,500","31,500","31,500","217,720"
1988-10-26,"31,500","31,500","31,000","31,000","85,930"
1988-10-27,"30,300","30,300","29,700","30,100","364,440"
1988-10-28,"30,700","30,700","30,700","30,700","127,740"
1988-10-29,"30,700","30,700","30,100","30,700","53,220"
1988-10-31,"30,500","30,600","30,000","30,000","45,270"
1988-11-01,"29,200","30,100","29,000","30,100","50,350"
1988-11-02,"30,200","30,500","30,100","30,300","58,930"
1988-11-03,"30,500","30,600","30,100","30,100","130,860"
1988-11-04,"30,700","30,900","30,500","30,500","164,660"
1988-11-05,"30,500","30,700","30,200","30,600","67,480"
1988-11-07,"30,700","30,800","30,200","30,400","122,720"
1988-11-08,"30,700","31,200","30,700","30,800","199,710"
1988-11-09,"31,000","31,200","30,700","30,900","130,270"
1988-11-10,"31,000","31,400","31,000","31,300","131,880"
1988-11-11,"31,500","31,700","31,100","31,500","286,510"
1988-11-12,"31,500","31,500","31,500","31,500","62,810"
1988-11-14,"31,400","31,400","30,200","30,900","67,330"
1988-11-15,"30,900","31,200","30,500","31,000","94,800"
1988-11-16,"31,000","31,000","30,500","30,500","231,060"
1988-11-17,"30,500","30,500","30,100","30,400","133,220"
1988-11-18,"30,400","30,700","30,400","30,600","42,110"
