1985-01-04,"6,511","6,511","6,473","6,473","2,232", , 
1985-01-05,"6,434","6,465","6,427","6,427","2,167", , 
1985-01-07,"6,434","6,511","6,427","6,442","15,417", , 
1985-01-08,"6,434","6,434","6,358","6,358","16,879", , 
1985-01-09,"6,312","6,312","6,090","6,136","6,488", , 
1985-01-10,"6,189","6,274","6,189","6,205","9,242", , 
1985-01-11,"6,228","6,274","6,205","6,243","7,950", , 
1985-01-12,"6,358","6,358","6,320","6,350","10,261", , 
1985-01-14,"6,358","6,358","6,266","6,320","4,308", , 
1985-01-15,"6,327","6,358","6,327","6,335","10,522", , 
1985-01-16,"6,335","6,335","6,212","6,235","3,851", , 
1985-01-17,"6,243","6,243","6,205","6,220","10,026", , 
1985-01-18,"6,205","6,228","6,205","6,220","6,618", , 
1985-01-19,"6,205","6,220","6,205","6,205","2,976", , 
1985-01-21,"6,205","6,205","6,205","6,205","10,861", , 
1985-01-22,"6,205","6,220","6,197","6,205","9,164", , 
1985-01-23,"6,205","6,266","5,982","6,090","15,417", , 
1985-01-24,"6,128","6,205","6,128","6,128","14,020", , 
1985-01-25,"6,151","6,166","6,128","6,128","4,817", , 
1985-01-26,"6,128","6,143","6,128","6,128","6,279", , 
1985-01-28,"6,128","6,143","6,128","6,136","14,973", , 
1985-01-29,"6,136","6,166","6,113","6,128","19,086", , 
1985-01-30,"6,136","6,166","6,136","6,151","20,143", , 
1985-01-31,"6,166","6,189","6,151","6,151","7,180", , 
1985-02-01,"6,166","6,166","6,136","6,143","10,809", , 
1985-02-02,"6,258","6,258","6,151","6,205","6,553", , 
1985-02-04,"6,205","6,281","6,166","6,182","13,563", , 
1985-02-05,"6,205","6,205","6,182","6,205","8,798", , 
1985-02-06,"6,205","6,243","6,205","6,220","5,574", , 
1985-02-07,"6,212","6,212","6,151","6,151","11,684", , 
1985-02-08,"6,166","6,197","6,159","6,197","10,691", , 
1985-02-09,"6,128","6,174","6,128","6,166","6,866", , 
1985-02-11,"6,166","6,166","6,151","6,159","14,673", , 
1985-02-13,"6,128","6,197","6,128","6,189","3,720", , 
1985-02-14,"6,189","6,189","6,159","6,189","13,276", , 
1985-02-15,"6,166","6,205","6,151","6,205","4,334", , 
1985-02-16,"6,220","6,243","6,128","6,220","2,206", , 
1985-02-18,"6,220","6,228","6,197","6,205","9,895", , 
1985-02-19,"6,166","6,182","6,166","6,182","3,185", , 
1985-02-21,"6,182","6,182","6,128","6,182","15,587", , 
1985-02-22,"6,182","6,205","6,182","6,205","10,339", , 
